case_number,case_type,case_status,district,main_address,parcel,assigned_to,"Opened
Date","Closed
Date"
TRSH-005322-2022,Trash/Debris,"Voluntary
Compliance","Council District
3","6968 Roswell Rd,",NA,Shawn Wray,01/03/2022,01/03/2022
TRSH-005333-2022,Trash/Debris,Unfounded,"Council District
3","6730 Wright Rd, Sandy
Springs, GA 30328",17 008700070102,Shawn Wray,01/06/2022,01/06/2022
GRA-000674-2019,Grass and Weeds,Closed,Council District,"7250 Northgreen Dr, Sandy",17 003200010468,Marcellus Hampton,04/19/2019,05/02/2019
GRA-000676-2019,Grass and Weeds,Closed,Council District,"7225 Northgreen Dr, Sandy",17 003200010377,Marcellus Hampton,04/19/2019,04/22/2019
GRA-000689-2019,Grass and Weeds,Transferred,Council District,"7250 Northgreen Dr, Sandy",17 003200010468,Marcellus Hampton,04/22/2019,NA
GRA-000732-2019,Grass and Weeds,Closed,Council District,"7100 Northgreen Dr, Sandy",NA,Marcellus Hampton,04/25/2019,05/31/2019
GRA-000765-2019,Grass and Weeds,Closed,Council District,"6434 Cherry Tree Ln,",17 007200010147,Marcellus Hampton,04/29/2019,08/23/2021
GRA-000795-2019,Grass and Weeds,Closed,Council District,"7005 Northgreen Dr, Sandy",17 003300030200,Marcellus Hampton,05/02/2019,04/03/2020
GRA-000809-2017,Grass and Weeds,Voluntary,Council District,"6425 Roswell Rd, Sandy",NA,Shane Peeples,05/19/2017,05/25/2017
GRA-000814-2019,Grass and Weeds,Closed,Council District,"1455 N Riverside Cir,",17 012900020065,Shane Peeples,05/06/2019,05/22/2019
GRA-000816-2019,Grass and Weeds,Closed,Council District,"6350 Cherry Tree Ln,",17 007200010071,Marcellus Hampton,05/07/2019,07/12/2019
GRA-000933-2017,Grass and Weeds,Voluntary,Council District,"7277 Roswell Rd STE A,",NA,Shane Peeples,06/07/2017,06/12/2017
GRA-001036-2019,Grass and Weeds,Closed,Council District,"6287 Vernon Woods Dr,",17 007100050102,Marcellus Hampton,06/07/2019,06/24/2019
GRA-001046-2017,Grass and Weeds,Closed,Council District,"7170 Hunters Branch Dr,",17 002100010248,Paula Allen,06/27/2017,03/02/2020
GRA-001067-2019,Grass and Weeds,Voluntary,Council District,"7799 Roswell Rd, Sandy",17 0031  LL0057,Jennifer Lee,06/12/2019,06/17/2019
GRA-001073-2019,Grass and Weeds,Voluntary,Council District,"7799 Roswell Rd, Sandy",17 0031  LL0057,Jennifer Lee,06/12/2019,06/18/2019
GRA-001080-2020,Grass and Weeds,Voluntary,Council District,6600 Peachtree Dunwoody,17 0020  LL0860,Shawn Wray,05/23/2020,05/27/2020
GRA-001081-2020,Grass and Weeds,Closed,Council District,"7475 Talbot Col, Sandy",17 002200030161,Marcellus Hampton,05/25/2020,07/08/2020
GRA-001090-2019,Grass and Weeds,Voluntary,Council District,"7295 Roswell Rd, Sandy",17 0032  LL0445,Shane Peeples,06/17/2019,07/08/2019
GRA-001092-2017,Grass and Weeds,Closed,Council District,"300 Hunters Trace Cir,",17 002100020403,Paula Allen,07/06/2017,03/02/2020
GRA-001092-2020,Grass and Weeds,Closed,Council District 4,"7470 Talbot Col, Sandy Springs, GA 30328",17 002200030187,Marcellus Hampton,05/26/2020,07/08/2020
GRA-001102-2017,Grass and Weeds,Closed,"Council District
4","0 Abernathy Rd, Sandy
Springs, GA 30328",17 0019  LL1382,Paula Allen,07/10/2017,10/24/2019
GRA-001175-2020,Grass and Weeds,Closed,"Council District
4","6384 Cherry Tree Ln,
Sandy Springs, GA 30328",17 007200010105,"Marcellus
Hampton",06/03/2020,06/18/2020
GRA-001176-2020,Grass and Weeds,Closed,"Council District
4","6394 Cherry Tree Ln,
Sandy Springs, GA 30328",17 007200010113,"Marcellus
Hampton",06/03/2020,06/18/2020
GRA-001236-2019,Grass and Weeds,Closed,"Council District
4","710 Carriage Dr, Sandy
Springs, GA 30328",17 007200030194,"Marcellus
Hampton",07/10/2019,07/18/2019
GRA-001244-2017,Grass and Weeds,Closed,"Council District
4","7430 Talbot Colony, Sandy
Springs, GA 30328",17 002200030229,Michael Franklin,08/04/2017,10/04/2017
GRA-001316-2020,Grass and Weeds,Closed,"Council District
4","580 Carriage Dr, Sandy
Springs, GA 30328",17 007200020161,"Marcellus
Hampton",06/12/2020,06/26/2020
GRA-001347-2020,Grass and Weeds,Closed,"Council District
4","7205 Northgreen Dr, Sandy
Springs, GA 30328",17 003200010351,"Marcellus
Hampton",06/16/2020,07/31/2020
GRA-001349-2020,Grass and Weeds,Closed,"Council District
4","7195 Northgreen Dr, Sandy
Springs, GA 30328",17 003300030010,"Marcellus
Hampton",06/16/2020,06/26/2020
GRA-001370-2017,Grass and Weeds,Closed,"Council District
4","6280 Cherry Tree Ln,
Sandy Springs, GA 30328",17 007100040210,Michael Franklin,08/25/2017,10/04/2017
GRA-001380-2017,Grass and Weeds,Closed,"Council District
4","7385 Twin Branch Rd,
Sandy Springs, GA 30328",17 002200010130,Michael Franklin,08/29/2017,11/06/2017
GRA-001388-2020,Grass and Weeds,Closed,"Council District
4","6297 Vernon Woods Dr,
Sandy Springs, GA 30328",NA,"Marcellus
Hampton",06/18/2020,06/30/2020
GRA-001402-2017,Grass and Weeds,Closed,"Council District
4","6440 Vernon Woods Dr,
Sandy Springs, GA 30328",17 007200010428,Michael Franklin,09/06/2017,10/04/2017
GRA-001531-2019,Grass and Weeds,Closed,"Council District
4","495 Carriage Dr, Sandy
Springs, GA 30328",17 007100050136,"Marcellus
Hampton",08/23/2019,02/11/2020
GRA-001533-2019,Grass and Weeds,Closed,"Council District
4","6297 Vernon Woods Dr,
Sandy Springs, GA 30328",17 007100050094,"Marcellus
Hampton",08/23/2019,07/01/2020
GRA-001609-2019,Grass and Weeds,Closed,"Council District
4","0 Roswell Rd, Sandy
Springs, GA 30350",06 036300010825,Jennifer Lee,09/09/2019,05/04/2020
GRA-001711-2020,Grass and Weeds,Closed,"Council District
4","101 Abingdon Way, Sandy
Springs, GA 30328",NA,"Marcellus
Hampton",07/14/2020,07/14/2020
GRA-001883-2019,Grass and Weeds,Closed,"Council District
4","871 Spalding Dr, Sandy
Springs, GA 30328",17 003200010179,"Marcellus
Hampton",11/12/2019,12/10/2019
GRA-002141-2020,Grass and Weeds,Closed,"Council District
4","438 Carriage Dr, Sandy
Springs, GA 30328",17 007100050045,"Marcellus
Hampton",08/19/2020,09/18/2020
GRA-002149-2020,Grass and Weeds,Closed,"Council District
4","6357 Vernon Woods Dr,
Sandy Springs, GA 30328",17 007200020047,"Marcellus
Hampton",08/20/2020,09/01/2020
GRA-002150-2020,Grass and Weeds,Closed,"Council District
4","6642 Cherry Tree Ln,
Sandy Springs, GA 30328",17 007300010120,"Marcellus
Hampton",08/21/2020,09/18/2020
GRA-002200-2018,Grass and Weeds,"Voluntary
Compliance","Council District
4","7295 Roswell Rd, Sandy
Springs, GA 30328",NA,Shane Peeples,04/04/2018,04/17/2018
GRA-002227-2018,Grass and Weeds,"Voluntary
Compliance","Council District
4","7799 Roswell Rd, Sandy
Springs, GA 30350",NA,Shane Peeples,04/06/2018,05/24/2018
GRA-002239-2020,Grass and Weeds,Closed,"Council District
4","438 Carriage Dr, Sandy
Springs, GA 30328",17 007100050045,"Marcellus
Hampton",08/31/2020,09/18/2020
GRA-002332-2020,Grass and Weeds,Closed,"Council District
4","635 Spalding Dr, Sandy
Springs, GA 30328",17 003300010186,"Marcellus
Hampton",09/03/2020,09/04/2020
GRA-002385-2018,Grass and Weeds,"Voluntary
Compliance","Council District
4","8040 Roswell Rd, Sandy
Springs, GA 30350",NA,Shane Peeples,05/01/2018,05/08/2018
GRA-002392-2018,Grass and Weeds,"Voluntary
Compliance","Council District
4","7100 Northgreen Dr, Sandy
Springs, GA 30328",17 003300030366,Paula Allen,05/03/2018,08/17/2018
GRA-002435-2018,Grass and Weeds,"Voluntary
Compliance","Council District
4","6580 Williamson Dr, Sandy
Springs, GA 30328",17 007200050135,Paula Allen,05/09/2018,08/17/2018
GRA-002451-2018,Grass and Weeds,Closed,"Council District
4","6434 Cherry Tree Ln,
Sandy Springs, GA 30328",NA,Yvonne Shaw,05/10/2018,02/07/2019
GRA-002472-2018,Grass and Weeds,Closed,"Council District
4","0 Glenridge Dr, Sandy
Springs, GA 30328",17 0034  LL0096,Paula Allen,05/15/2018,08/17/2018
GRA-002476-2018,Grass and Weeds,Closed,"Council District
4","7460 Twin Branch Rd,
Sandy Springs, GA 30328",17 002200010080,Paula Allen,05/15/2018,08/17/2018
GRA-002532-2018,Grass and Weeds,Closed,"Council District
4","701 Abernathy,",17 0019  LL1382,Kenneth Brown,05/22/2018,06/14/2018
GRA-002606-2020,Grass and Weeds,Closed,"Council District
4","525 Abernathy Rd, Sandy
Springs, GA 30328",17 007300020210,"Marcellus
Hampton",10/15/2020,11/12/2020
GRA-002669-2018,Grass and Weeds,"Voluntary
Compliance","Council District
4","845 Dalrymple Rd, Sandy
Springs, GA 30328",17 003200010559,Paula Allen,06/12/2018,08/17/2018
GRA-002686-2018,Grass and Weeds,"Voluntary
Compliance","Council District
4","1120 Hightower Trl, Sandy
Springs, GA 30350",NA,Shane Peeples,06/14/2018,10/30/2018
GRA-002773-2018,Grass and Weeds,Closed,"Council District
4","6447 Vernon Woods Dr,
Sandy Springs, GA 30328",17 007200010170,"Gregory
Copeland",06/24/2018,10/07/2018
GRA-002790-2018,Grass and Weeds,"Voluntary
Compliance","Council District
4","101 Abingdon Way, Sandy
Springs, GA 30328",17 002000030296,Paula Allen,06/25/2018,08/17/2018
GRA-002825-2018,Grass and Weeds,"Voluntary
Compliance","Council District
4","640 Mabry Rd, Sandy
Springs, GA 30328",17 003300010343,Paula Allen,07/02/2018,08/17/2018
GRA-002914-2018,Grass and Weeds,Closed,"Council District
4","591 Mabry Rd, Sandy
Springs, GA 30328",17 0074  LL0444,Paula Allen,07/18/2018,01/25/2019
GRA-002933-2018,Grass and Weeds,"Voluntary
Compliance","Council District
4","6440 Vernon Woods Dr,
Sandy Springs, GA 30328",17 007200010428,Paula Allen,07/20/2018,08/17/2018
GRA-003023-2018,Grass and Weeds,"Voluntary
Compliance","Council District
4","7277 Roswell Rd STE,
Sandy Springs, GA 30328",NA,Shane Peeples,08/06/2018,08/10/2018
GRA-003038-2018,Grass and Weeds,"Voluntary
Compliance","Council District
4","8455 Roswell Rd, Sandy
Springs, GA 30350",NA,Shane Peeples,08/08/2018,08/10/2018
GRA-003039-2018,Grass and Weeds,"Voluntary
Compliance","Council District
4","8095 Roswell Rd, Sandy
Springs, GA 30350",NA,Shane Peeples,08/08/2018,08/15/2018
GRA-003084-2018,Grass and Weeds,Closed,"Council District
4","7460 Twin Branch Rd,
Sandy Springs, GA 30328",17 002200010080,Paula Allen,08/15/2018,01/25/2019
GRA-003150-2018,Grass and Weeds,Closed,"Council District
4","6434 Cherry Tree Ln,
Sandy Springs, GA 30328",17 007200010147,Paula Allen,08/28/2018,01/28/2019
GRA-003193-2018,Grass and Weeds,Closed,Council District,"6434 Cherry Tree Ln,",17 007200010147,Paula Allen,09/03/2018,01/28/2019
GRA-003221-2018,Grass and Weeds,Closed,Council District 4,"7295 Roswell Rd, Sandy Springs, GA 30328",NA,Shane Peeples,09/10/2018,02/19/2019
GRA-003222-2018,Grass and Weeds,Closed,"Council District
4","7295 Roswell Rd, Sandy
Springs, GA 30328",NA,Shane Peeples,09/10/2018,09/27/2018
GRA-003319-2018,Grass and Weeds,"Voluntary
Compliance","Council District
4","8340 Roswell Rd, Sandy
Springs, GA 30350",NA,Shane Peeples,10/01/2018,10/30/2018
GRA-003635-2018,Grass and Weeds,Closed,"Council District
4","0 Hunting Creek,",17 007100040053,"Marcellus
Hampton",12/27/2018,01/15/2019
GRA-003636-2018,Grass and Weeds,Closed,"Council District
4","0 Carriage Dr,",17 007100050110,"Marcellus
Hampton",12/27/2018,01/30/2019
GRA-004069-2021,Grass and Weeds,Closed,"Council District
4","6215 Hunting Creek Rd,
Sandy Springs, GA 30328",17 007100040293,"Marcellus
Hampton",04/06/2021,04/16/2021
GRA-004085-2021,Grass and Weeds,Closed,"Council District
4","6369 Cherry Tree Ln,
Sandy Springs, GA 30328",17 007200010246,"Marcellus
Hampton",04/08/2021,04/16/2021
GRA-004170-2021,Grass and Weeds,Closed,"Council District
4","6487 Cherry Tree Ln,
Sandy Springs, GA 30328",17 007200040078,"Gregory
Copeland",04/26/2021,05/10/2021
GRA-004303-2021,Grass and Weeds,Unfounded,"Council District
4","94 Mount Vernon Cir,
Sandy Springs, GA 30338",17 0020  LL1934,"Gregory
Copeland",05/20/2021,05/28/2021
GRA-004475-2021,Grass and Weeds,Closed,"Council District
4","871 Spalding Dr, Sandy
Springs, GA 30328",17 003200010179,"Marcellus
Hampton",06/24/2021,07/06/2021
GRA-004476-2021,Grass and Weeds,Closed,"Council District
4","885 Spalding Dr, Sandy
Springs, GA 30328",17 003200010187,"Marcellus
Hampton",06/24/2021,07/06/2021
GRA-004540-2021,Grass and Weeds,Closed,"Council District
4","525 Abernathy Rd, Sandy
Springs, GA 30328",17 007300020210,"Marcellus
Hampton",07/12/2021,07/13/2021
GRA-004780-2021,Grass and Weeds,Closed,"Council District
4","6274 Cherry Tree Ln,
Sandy Springs, GA 30328",17 007100040202,"Marcellus
Hampton",08/18/2021,08/30/2021
GRA-004784-2021,Grass and Weeds,Closed,"Council District
4","6350 Cherry Tree Ln,
Sandy Springs, GA 30328",17 007200010071,"Marcellus
Hampton",08/19/2021,08/30/2021
GRA-004786-2021,Grass and Weeds,Closed,"Council District
4","5941 Hilderbrand Dr, Sandy
Springs, GA 30328",17 007100050193,"Marcellus
Hampton",08/20/2021,11/18/2021
GRA-004953-2021,Grass and Weeds,New Complaint,"Council District
4","589 Mabry Rd, Sandy
Springs, GA 30328",17 0074  LL0444,"Marcellus
Hampton",09/27/2021,NA
GRA-005073-2021,Grass and Weeds,New Complaint,"Council District
4","7700 Colquitt Rd, Sandy
Springs, GA 30350",17 0023  LL0198,"Marcellus
Hampton",10/25/2021,NA
GRA-005145-2021,Grass and Weeds,Closed,"Council District
4","0 Roswell Rd, Sandy
Springs, GA 30350",17 0031  LL0347,Shawn Wray,11/11/2021,12/16/2021
PM-000151-2017,Property Maintenance,Closed,Council District 4,"6849 Peachtree Dunwoody Rd, Sandy Springs, GA
30328",17 002000080259,Paula Allen,02/07/2017,10/25/2017
PM-000175-2020,Property Maintenance,Unfounded,Council District 4,"7180 Hunters Branch Dr, Sandy Springs, GA 30328",17 002100010255,Marcellus Hampton,01/31/2020,02/03/2020
PM-000185-2019,Property Maintenance,Closed,Council District 4,"11 Vernon Glen Ct, Sandy Springs, GA 30338",17 002000050112,Marcellus Hampton,02/12/2019,02/20/2019
PM-000189-2019,Property Maintenance,Closed,Council District 4,"408 Treelodge Pkwy, Sandy Springs, GA 30350",17 0023  LL0198,Marcellus Hampton,02/13/2019,02/19/2019
PM-000385-2020,Property Maintenance,Closed,Council District 4,"6851 Roswell Rd, BLDG D UNIT 29, Sandy Springs,
GA 30328",17 007300061594,Marcellus Hampton,03/18/2020,03/31/2020
PM-000406-2017,Property Maintenance,Closed,Council District 4,"7855 Roswell Rd, Sandy Springs, GA 30350",NA,Shane Peeples,03/29/2017,12/19/2017
PM-000430-2019,Property Maintenance,Closed,Council District 4,"124 Jefferson Dr, Sandy Springs, GA 30350",17 0031  LL0594,Marcellus Hampton,03/27/2019,03/28/2019
PM-000470-2019,Property Maintenance,Closed,Council District 4,"7325 Roswell Rd, Sandy Springs, GA 30328",17 0032  LL0544,Shane Peeples,03/29/2019,05/22/2019
PM-000472-2019,Property Maintenance,Closed,Council District 4,"6385 Roswell Rd, Sandy Springs, GA 30328",17 008800070069,Shane Peeples,03/29/2019,05/22/2019
PM-000483-2019,Property Maintenance,Unfounded,Council District,7200 Peachtree Dunwoody,17 0022  LL0595,Marcellus Hampton,03/29/2019,03/29/2019
PM-000586-2019,Property Maintenance,Closed,Council District,"3008 Treelodge Pkwy,",17 0023  LL0198,Marcellus Hampton,04/09/2019,07/10/2019
PM-000645-2017,Property Maintenance,Closed,Council District,"790 Spalding Dr, Sandy",17 003200010112,Paula Allen,04/27/2017,03/09/2020
PM-000692-2019,Property Maintenance,Closed,Council District,"825 Spalding Dr, Sandy",17 003200010211,Marcellus Hampton,04/22/2019,04/25/2019
PM-000719-2017,Property Maintenance,Induced,Council District,"6555 Roswell Rd, Sandy",17 008800060300,Paula Allen,05/09/2017,08/05/2019
PM-000733-2020,Property Maintenance,Closed,Council District,1100 Abernathy Rd STE,17 0019,Marcellus Hampton,05/04/2020,05/04/2020
PM-000734-2020,Property Maintenance,Closed,Council District,"1 Glenlake Pkwy, Sandy",17 0034,Marcellus Hampton,05/04/2020,05/04/2020
PM-000736-2020,Property Maintenance,Closed,Council District,"3 Glenlake Pkwy, Sandy",17 0034,Marcellus Hampton,05/04/2020,07/07/2020
PM-000737-2020,Property Maintenance,Closed,Council District,"3 Glenlake Pkwy, Sandy",17 0034,Marcellus Hampton,05/04/2020,05/04/2020
PM-000738-2020,Property Maintenance,Closed,Council District,"10 Glenlake Pkwy, Sandy",17 0034,Marcellus Hampton,05/04/2020,05/04/2020
PM-000740-2019,Property Maintenance,Closed,Council District,"775 Spalding Dr, Sandy",NA,Marcellus Hampton,04/25/2019,05/02/2019
PM-000742-2020,Property Maintenance,Closed,Council District,"10 Glenlake Pkwy, BLDG",17 0034,Marcellus Hampton,05/05/2020,05/05/2020
PM-000743-2020,Property Maintenance,Closed,Council District,"1 Mercedes-Benz Dr,",17 0035,Marcellus Hampton,05/05/2020,05/05/2020
PM-000744-2020,Property Maintenance,Closed,Council District,6600 Peachtree Dunwoody,17 0020,Marcellus Hampton,05/05/2020,05/05/2020
PM-000745-2020,Property Maintenance,Closed,Council District,"6225 Roswell Rd, Sandy",17 0089,Marcellus Hampton,05/05/2020,05/05/2020
PM-000746-2020,Property Maintenance,Closed,Council District,"6289 Roswell Rd, Sandy",17 0089,Marcellus Hampton,05/05/2020,05/05/2020
PM-000747-2020,Property Maintenance,Closed,Council District,"6297 Roswell Rd, Sandy",17 0089,Marcellus Hampton,05/05/2020,05/05/2020
PM-000748-2020,Property Maintenance,Closed,Council District,"6309 Roswell Rd STE 1B,",17 0089,Marcellus Hampton,05/05/2020,05/05/2020
PM-000749-2020,Property Maintenance,Closed,Council District,"6309 Roswell Rd STE 1B,",17 0089,Marcellus Hampton,05/05/2020,07/07/2020
PM-000750-2020,Property Maintenance,Closed,Council District,"6317 Roswell Rd, Sandy",17 008800080043,Marcellus Hampton,05/05/2020,07/07/2020
PM-000751-2020,Property Maintenance,Closed,Council District,"6385 Roswell Rd, Sandy",17 008800070069,Marcellus Hampton,05/05/2020,05/05/2020
PM-000786-2020,Property Maintenance,Closed,Council District 4,"7509 Roswell Rd, Sandy Springs, GA 30350",17 0031  LL0651,Marcellus Hampton,05/07/2020,05/07/2020
PM-000871-2019,Property Maintenance,Closed,Council District 4,"703 Willow Creek Dr, BLDG M, Sandy Springs, GA
30328",17 0073  LL0353,Marcellus Hampton,05/13/2019,12/18/2020
PM-000893-2017,Property Maintenance,Closed,Council District 4,"550 Abernathy Rd, Sandy Springs, GA 30328",17 0073  LL0353,Paula Allen,06/01/2017,11/07/2019
PM-000907-2019,Property Maintenance,Closed,Council District 4,"802 Treelodge Pkwy, Sandy Springs, GA 30350",17 0023  LL0198,Marcellus Hampton,05/17/2019,08/18/2020
PM-000965-2020,Property Maintenance,Unfounded,Council District 4,"47 Spalding Trl, Sandy Springs, GA 30328",17 0031  LL0446,Marcellus Hampton,05/20/2020,05/26/2020
PM-000968-2019,Property Maintenance,Closed,Council District 4,"708 Hampton Dr, Sandy Springs, GA 30350",17 0024  LL0841,Marcellus Hampton,05/28/2019,05/30/2019
PM-000980-2017,Property Maintenance,Closed,Council District 4,"7580 Stoneridge Dr, Sandy Springs, GA 30328",17 0032  LL0270,Paula Allen,06/15/2017,02/12/2020
PM-000981-2019,Property Maintenance,Unfounded,Council District,"5975 Roswell Rd, Sandy",17 0090  LL0519,Shane Peeples,05/30/2019,05/30/2019
PM-001022-2019,Property Maintenance,Closed,Council District,"6470 Barfield Rd,",17 0035  LL3982,Marcellus Hampton,06/05/2019,07/17/2020
PM-001026-2017,Property Maintenance,Closed,Council District,"1902 Treelodge Pkwy,",17 0023  LL0198,Paula Allen,06/22/2017,02/13/2020
PM-001027-2017,Property Maintenance,Closed,Council District,"413 Hampton Dr, Sandy",17 0024  LL0841,Paula Allen,06/22/2017,02/26/2020
PM-001028-2019,Property Maintenance,Closed,Council District,"6877 Glenlake Pkwy APT D,",17 0034  LL0146,Marcellus Hampton,06/05/2019,06/10/2019
PM-001037-2019,Property Maintenance,Closed,Council District,"6851 Roswell Rd, BLDG F",NA,Marcellus Hampton,06/07/2019,03/03/2020
PM-001045-2019,Property Maintenance,Closed,Council District,"6901 Glenlake Pkwy,",17 0034  LL0146,Marcellus Hampton,06/10/2019,08/18/2020
PM-001087-2019,Property Maintenance,Closed,Council District,"7215 Northgreen Dr, Sandy",17 003200010369,Marcellus Hampton,06/14/2019,06/14/2019
PM-001105-2019,Property Maintenance,Closed,Council District,6877 Glenlake Pkwy APT,17 0034  LL0146,Marcellus Hampton,06/18/2019,08/19/2020
PM-001119-2020,Property Maintenance,Closed,Council District,"550 Abernathy Rd, Sandy",17 0073  LL0353,Marcellus Hampton,05/29/2020,06/26/2020
PM-001127-2020,Property Maintenance,Closed,Council District,"525 Abernathy Rd, Sandy",17 007300020210,Marcellus Hampton,06/01/2020,06/10/2020
PM-001138-2017,Property Maintenance,Unfounded,Council District,"0 Trowbridge Rd, Sandy",17 0032,Paula Allen,07/14/2017,02/13/2020
PM-001141-2017,Property Maintenance,Closed,Council District,"5907 Treelodge Pkwy,",17 0023,Paula Allen,07/14/2017,03/09/2020
