"AOSNUMBER","City","County","State","Agency","Type of LEA","Summary","Type of Juris","Technology","Vendor","Link 1","Link 1 Snapshot","Link 1 Source","Link 1 Type","Link 1 Date","Link 2","Link 2 Snapshot","Link 2 Source","Link 2 Type","Link 2 Date","Link 3","Link 3 Snapshot","Link 3 Source","Link 3 Type","Link 3 Date","Other Links"
"AOS8523","Allen Park","Wayne County","MI","Allen Park Police Department","Police","The Allen Park Police Department has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","Municipal","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8524","Alma","Gratiot County","MI","Alma Police Department","Police","The Alma Police Department has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","Municipal","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8525","Almont","Lapeer County","MI","Almont Police Department","Police","The Almont Police Department has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","Municipal","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8526","Alpena","Alpena County","MI","Alpena County Prosecuting Attorney;s Office","Prosecutor","The Alpena County Prosecuting Attorney;s Office has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","County","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8527","Alpena","Alpena County","MI","Alpena County Sheriff's Office","Sheriff","The Alpena County Sheriff's Office has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","County","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8528","Alpena","Alpena County","MI","Alpena Police Department","Police","The Alpena Police Department has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","Municipal","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8529","Ann Arbor","Washtenaw County","MI","Ann Arbor Police Department","Police","The Ann Arbor Police Department has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","Municipal","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8530","Bellaire","Antrim County","MI","Antrim County Sheriff's Office","Sheriff","The Antrim County Sheriff's Office has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","County","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8531","Argentine Township","Genesee County","MI","Argentine Township Police Department","Police","The Argentine Township Police Department has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","Municipal","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8532","Armada","Macomb County","MI","Armada Police Department","Police","The Armada Police Department has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","Municipal","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8533","Auburn Hills","Oakland County","MI","Auburn Hills Police Department","Police","The Auburn Hills Police Department has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","Municipal","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8534","Bangor","Van Buren County","MI","Bangor Police Department","Police","The Bangor Police Department has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","Municipal","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8535","Bridgman","Berrien County","MI","Baroda/Lake Township Police Department","Police","The Baroda/Lake Township Police Department has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","Municipal","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8536","Hastings","Barry County","MI","Barry County Sheriff's Office","Sheriff","The Barry County Sheriff's Office has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","County","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8537","Delton","Barry County","MI","Barry Township Police Department","Police","The Barry Township Police Department has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","Municipal","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
